0.0,0.04,-0.19,0.02,0.08,-0.11,0.01,
0.398,0.099999994,0.29999998,-0.21,0.0,0.01,-0.01,
0.597,0.0,0.03,0.02,0.0,0.0,0.0,
0.797,0.099999994,0.17,0.08,0.0,0.04,0.0,
0.997,0.22,0.13,-0.14,-0.01,-0.03,-0.01,
1.199,0.24,-0.02,0.0,-0.02,-0.01,-0.01,
1.402,0.21,0.38,0.14999999,0.01,-0.01,0.0,
1.8,0.04,-0.12,-0.089999996,-0.01,0.0,0.01,
1.801,0.07,0.02,-0.11,0.01,0.01,0.0,
2.001,0.14,-0.35,0.07,-0.03,-0.02,-0.07,
2.201,0.78999996,-1.17,0.35,0.0,-0.01,-0.02,
2.401,0.22,0.48,0.03,0.0,0.0,0.0,
2.602,0.03,0.049999997,0.07,0.0,0.0,0.01,
2.801,0.07,0.71999997,0.07,-0.02,0.06,0.049999997,
3.001,-1.1,0.76,-0.34,-0.01,0.0,-0.049999997,
3.201,0.13,-1.09,0.03,0.01,0.0,-0.01,
3.402,-0.19999999,-0.07,-0.14999999,-0.01,0.01,0.03,
3.802,-0.17,0.19999999,0.0,0.01,0.0,0.0,
3.803,-0.85999995,1.3399999,-1.8299999,0.0,0.01,0.0,
4.001,0.099999994,0.12,-0.17,0.02,0.01,0.0,
4.201,-0.17,0.61,0.03,0.0,0.01,-0.01,
4.401,0.22,0.14,0.22999999,0.049999997,0.0,-0.19,
4.601,0.32999998,-0.44,-0.04,-0.07,-0.22999999,-0.26999998,
4.801,1.78,-0.63,-0.26,-0.22,-0.03,-0.26,
5.001,-2.6799998,-0.17,-1.28,-0.14999999,0.089999996,-0.24,
5.201,-2.6299999,-1.04,2.33,0.0,-0.26,-0.17,
5.4,-6.6299996,1.61,-3.48,0.24,-0.12,0.0,
5.601,0.11,0.39999998,7.74,0.22,-0.07,-0.02,
5.801,0.48,-5.3599997,6.27,-0.28,0.0,0.06,
6.001,3.28,-1.91,-3.4499998,0.11,-0.12,0.32999998,
6.201,-4.85,3.8899999,-0.16,0.14,0.22999999,0.17999999,
6.401,-6.83,-1.86,5.33,0.16,-0.39,0.29,
6.601,-2.6399999,-0.59999996,-2.27,-0.39999998,-0.59,0.14,
7.002,-6.22,1.3399999,-1.5,0.19,-0.35,0.37,
7.003,2.9199998,-0.22999999,3.1999998,-0.21,-0.35999998,0.14999999,
7.2,-9.22,1.53,-3.54,-0.26999998,0.13,0.14999999,
7.401,-1.3299999,1.29,-0.35999998,0.089999996,0.42999998,0.08,
7.601,-3.76,-0.66999996,-0.48999998,-0.39,-0.08,0.13,
7.801,-3.29,0.52,-9.44,-0.19999999,-0.089999996,-0.11,
8.001,6.2799997,3.59,1.63,0.5,0.03,-0.14,
8.202,8.19,-1.22,3.49,-0.089999996,0.25,0.0,
8.401,-8.97,0.68,-4.94,0.19999999,-0.26,-0.089999996,
8.601,9.179999,0.82,1.12,0.24,0.13,-0.099999994,
8.802,-0.35,0.39,1.4399999,0.24,-0.22,0.07,
9.002,-1.87,-4.7999997,5.04,-0.14,0.31,0.049999997,
9.202,-1.7099999,-6.0299997,-3.1999998,0.07,-0.24,-0.14999999,
9.401,-3.6299999,2.9399998,-3.05,-0.16,-0.08,0.01,
9.634,0.41,3.82,-3.48,-0.04,0.35,0.12,
10.002,7.5,-1.87,-2.71,-0.03,-0.35999998,0.14999999,
10.003,-2.6699998,0.45999998,-3.7099998,0.14999999,-0.22,0.16,
10.201,-1.73,-4.3199997,0.57,0.12,0.14,0.06,
10.401,7.73,-0.26999998,1.93,-0.38,-0.13,0.01,
10.599,-0.71,0.65,4.2799997,0.26,0.01,0.089999996,
10.802,-3.02,-3.47,1.02,-0.32999998,-0.38,0.0,
11.002,5.0299997,-1.15,3.6399999,-0.14,-0.08,0.31,
11.202,-2.8899999,-1.66,2.54,0.16,-0.41,-0.099999994,
11.402,1.42,-5.02,6.8799996,-0.39,0.0,0.13,
11.602,-0.44,2.03,-1.35,0.14,-0.099999994,-0.01,
11.802,-0.47,2.3,0.65999997,0.29,-0.099999994,0.0,
12.0,2.5,3.51,5.54,0.55,-0.45,-0.08,
12.202,4.41,-1.3399999,4.31,-0.17999999,-0.32,-0.06,
12.402,0.82,-1.52,-3.1399999,0.11,0.12,-0.12,
12.6,-3.37,-0.37,2.1599998,0.22999999,-0.41,-0.16,
12.801,-0.38,-2.55,2.12,-0.21,0.12,0.02,
13.002,-1.9,1.27,-4.0,0.07,-0.39,-0.16,
13.402,13.28,-0.07,-3.28,0.63,-0.85999995,0.29,
13.601,-0.96,-9.32,5.5499997,-0.17,0.26999998,-0.03,
13.802,7.17,1.68,-6.48,0.42999998,0.25,-0.01,
14.001,-4.29,-1.8499999,0.64,0.099999994,0.08,0.11,
14.202,1.0,0.38,0.55,0.01,0.01,-0.26,
14.401,11.94,3.3,1.3399999,-0.24,0.03,0.03,
14.602,6.93,2.6699998,0.11,0.22999999,0.21,0.03,
14.802,-1.09,-0.29999998,0.62,0.42999998,-0.45999998,0.19999999,
15.002,-2.03,-2.44,2.85,0.07,-0.01,0.089999996,
15.202,6.16,-0.38,-0.55,-0.14,0.39,-0.12,
15.401,-4.58,1.5699999,2.12,0.19999999,0.22999999,0.099999994,
15.601,1.28,-2.3899999,1.8499999,0.03,-0.21,-0.06,
15.801,-2.07,-1.43,2.84,-0.01,-0.22,0.0,
16.001,-3.24,-3.12,2.21,-0.14,-0.13,-0.16,
16.201,3.4499998,-3.78,2.24,-0.42999998,-0.31,-0.22999999,
16.401,-8.91,1.0699999,-1.3199999,0.31,0.45,-0.26999998,
16.601,0.47,3.8,2.18,0.26999998,0.0,-0.24,
16.8,-2.51,-3.1299999,0.74,0.03,0.21,-0.12,
17.001,7.62,-3.1,3.98,-0.07,-0.03,-0.16,
17.201,-7.04,-0.37,-0.74,0.35,-0.64,0.12,
17.4,1.9,-7.45,3.4299998,-0.48,0.34,0.51,
17.6,3.32,3.1899998,-1.31,-0.04,-0.28,0.089999996,
17.801,7.44,1.8399999,-6.98,-0.39,-0.08,0.21,
18.001,0.5,-0.099999994,-0.26999998,0.089999996,0.17999999,0.25,
18.201,-8.37,-1.0,2.25,0.19999999,-0.22,0.0,
18.401,4.58,-3.01,4.46,0.04,0.22999999,-0.04,
18.601,-6.16,-0.62,-0.96,-0.099999994,-0.089999996,-0.08,
18.801,3.73,3.3999999,-3.07,-0.07,0.049999997,-0.04,
19.001,-3.8799999,-2.04,-0.9,-0.29,0.28,-0.049999997,
19.201,-3.75,8.5199995,6.83,-0.25,0.04,-0.14,
19.401,2.36,3.62,-0.26,0.099999994,0.24,-0.099999994,
19.601,-9.08,3.6399999,12.99,-0.12,-0.14999999,-0.01,
19.999,2.05,0.57,1.78,-0.03,0.13,0.02,
20.0,1.55,0.84,-4.37,0.19999999,-0.22,-0.22999999,
20.201,3.6499999,7.52,-3.09,0.35,-0.35999998,0.02,
20.401,1.4,-6.3999996,2.59,-0.34,-0.08,-0.04,
20.599,-14.71,2.0,0.29999998,0.049999997,0.19,0.29,
20.801,2.4299998,0.96,1.4499999,-0.28,-0.61,-0.19999999,
21.001,9.34,5.16,0.94,0.089999996,-0.14999999,0.19999999,
21.201,3.37,-0.12,1.23,-0.03,0.07,0.03,
21.401,-2.69,5.06,-2.1399999,-0.32,-0.089999996,-0.02,
21.601,0.7,4.27,1.35,0.02,-0.099999994,-0.06,
21.802,-4.64,2.25,-4.13,0.03,0.06,-0.089999996,
22.001,0.07,0.48999998,0.52,0.08,-0.03,-0.08,
22.202,-1.54,-0.52,-0.07,-0.22,-0.01,0.08,
22.402,-0.96,1.41,-2.53,0.01,-0.14,-0.099999994,
22.601,3.1,-0.39999998,0.17999999,0.03,0.0,0.11,
22.802,3.5,0.9,1.17,-0.07,-0.07,0.089999996,
23.001,1.3,-0.06,0.59999996,0.07,0.04,0.16,
23.201,0.44,-1.3399999,0.90999997,-0.07,0.06,0.049999997,
23.401,0.53,1.18,1.4399999,-0.06,0.049999997,0.06,
23.601,-1.61,0.42,0.08,-0.07,0.089999996,0.03,
23.802,-1.9499999,-1.36,2.3799999,-0.04,0.099999994,0.11,
24.001,-0.91999996,0.84999996,3.61,-0.11,0.0,-0.02,
24.202,0.57,2.3799999,-0.39,0.01,-0.099999994,-0.04,
24.401,-3.46,-0.35999998,3.77,0.0,0.02,0.03,
24.601,3.8899999,-3.6599998,-9.54,0.51,-0.12,-0.06,
24.801,0.81,1.67,4.0699997,-0.48999998,0.04,0.089999996,
25.201,-3.3899999,10.53,-4.94,0.66999996,-0.88,0.14,
25.201,-3.81,-2.02,5.5499997,-0.22999999,-0.11,-0.03,
25.401,-4.04,2.96,2.1499999,0.35,0.01,-0.22999999,
25.601,-3.87,-6.0299997,4.08,0.02,0.28,0.07,
25.802,5.0099998,0.76,-2.08,0.39999998,-0.42,0.01,
26.001,-1.8399999,-0.14,11.2699995,-0.24,-0.39,0.11,
26.201,1.9699999,4.29,2.76,0.37,0.06,0.02,
26.401,-1.16,-3.7099998,0.57,0.12,0.06,-0.31,
26.602,-4.7599998,-0.29999998,0.63,0.56,-0.17999999,-0.11,
26.802,-1.87,-5.0899997,1.24,-0.14999999,-0.08,0.02,
27.002,3.48,1.68,0.62,0.45999998,-0.39,-0.08,
27.201,2.9299998,-6.17,4.5099998,-0.17,-0.08,-0.049999997,
27.601,4.2799997,5.04,1.13,0.55,0.06,0.07,
27.801,5.06,-4.35,2.98,0.19,0.35999998,-0.16,
28.001,-12.25,-5.22,-5.6099997,0.22999999,-0.14,-0.13,
28.201,2.53,-2.23,0.42999998,0.0,-0.099999994,0.22,
28.402,-8.599999,2.12,2.1,0.16,0.0,0.089999996,
28.605,4.7,2.57,0.84,0.26,-0.34,0.13,
29.002,8.4,-2.87,0.95,0.07,0.16,0.04,
29.002,-5.91,-6.47,-0.84999996,-0.41,0.26999998,0.17999999,
29.201,-1.9399999,1.36,-1.0699999,0.12,0.34,-0.19,
29.401,4.5499997,-3.22,-1.38,0.26999998,-0.87,0.16,
29.601,9.469999,-4.29,3.79,0.049999997,-0.39999998,0.07,
29.999,-0.96,0.58,-1.04,-0.04,0.35,-0.06,
29.999,2.34,2.76,-2.02,0.13,-0.049999997,-0.06,
30.201,6.6,-0.47,0.41,-0.38,-0.13,0.0,
30.401,3.4499998,5.27,-7.52,-0.39999998,0.14999999,-0.099999994,
30.601,0.28,1.39,-6.2599998,-0.089999996,0.06,0.06,
30.801,-1.74,-1.87,-4.8199997,0.14,-0.17999999,0.07,
31.001,0.57,-0.87,-1.09,0.0,0.17,-0.049999997,
31.201,-4.33,-4.38,-10.08,0.89,0.03,-0.04,
31.401,0.29999998,-5.96,6.48,-0.099999994,-0.01,-0.02,
31.601,-10.09,9.03,-0.5,0.17,-0.089999996,0.03,
31.801,-1.6999999,0.13,-4.23,0.02,0.06,0.16,
32.001,-2.1699998,-1.92,-0.42999998,-0.08,0.13,0.08,
32.201,0.02,1.0699999,0.47,0.02,-0.04,-0.03,
