ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.35,0.56,10.0,-0.07,0.1,0.04,0.0,0.0,-0.01,746,2019-03-25 16:50:01:053
0.35,0.56,10.0,-0.07,0.1,0.04,0.0,0.0,-0.01,751,2019-03-25 16:50:01:058
0.35,0.56,10.0,-0.07,0.1,0.04,0.0,0.0,-0.01,756,2019-03-25 16:50:01:063
0.29,0.47,9.93,-0.11,0.0,-0.01,0.0,0.0,-0.01,762,2019-03-25 16:50:01:069
0.29,0.47,9.93,-0.11,0.0,-0.01,0.0,0.0,-0.01,766,2019-03-25 16:50:01:073
0.29,0.47,9.93,-0.11,0.0,-0.01,0.0,0.0,-0.01,771,2019-03-25 16:50:01:078
0.29,0.47,9.93,-0.11,0.0,-0.01,0.0,0.0,-0.01,776,2019-03-25 16:50:01:083
0.29,0.47,9.93,-0.11,0.0,-0.01,0.0,0.0,-0.01,781,2019-03-25 16:50:01:088
0.29,0.47,9.93,-0.11,0.0,-0.01,0.0,0.0,-0.01,786,2019-03-25 16:50:01:093
0.23,0.48,9.9,-0.11,-0.01,-0.06,0.0,0.0,0.0,792,2019-03-25 16:50:01:099
0.23,0.48,9.9,-0.11,-0.01,-0.06,0.0,0.0,0.0,796,2019-03-25 16:50:01:103
0.23,0.48,9.9,-0.11,-0.01,-0.06,0.0,0.0,0.0,800,2019-03-25 16:50:01:107
0.23,0.48,9.9,-0.11,-0.01,-0.06,0.0,0.0,0.0,806,2019-03-25 16:50:01:113
0.23,0.48,9.9,-0.11,-0.01,-0.06,0.0,0.0,0.0,811,2019-03-25 16:50:01:118
0.48,0.64,9.87,0.14,0.12,-0.07,0.0,0.0,0.0,816,2019-03-25 16:50:01:123
0.48,0.64,9.87,0.14,0.12,-0.07,0.0,0.0,0.0,821,2019-03-25 16:50:01:128
0.48,0.64,9.87,0.14,0.12,-0.07,0.0,0.0,0.0,826,2019-03-25 16:50:01:133
0.53,0.63,9.94,0.19,0.09,0.0,0.0,0.0,0.0,832,2019-03-25 16:50:01:139
0.53,0.63,9.94,0.19,0.09,0.0,0.0,0.0,0.0,836,2019-03-25 16:50:01:143
0.53,0.63,9.94,0.19,0.09,0.0,0.0,0.0,0.0,841,2019-03-25 16:50:01:148
0.53,0.63,9.94,0.19,0.09,0.0,0.0,0.0,0.0,846,2019-03-25 16:50:01:153
0.54,0.51,10.0,0.18,-0.03,0.04,0.0,0.0,0.0,851,2019-03-25 16:50:01:158
0.54,0.51,10.0,0.18,-0.03,0.04,0.0,0.0,0.0,856,2019-03-25 16:50:01:163
0.54,0.51,10.0,0.18,-0.03,0.04,0.0,0.0,0.0,861,2019-03-25 16:50:01:168
0.54,0.51,10.0,0.18,-0.03,0.04,0.0,0.0,0.0,866,2019-03-25 16:50:01:173
0.54,0.51,10.0,0.18,-0.03,0.04,0.0,0.0,0.0,871,2019-03-25 16:50:01:178
0.54,0.51,10.0,0.18,-0.03,0.04,0.0,0.0,0.0,876,2019-03-25 16:50:01:183
0.33,0.41,9.99,-0.03,-0.12,0.04,0.0,0.0,0.0,881,2019-03-25 16:50:01:188
0.33,0.41,9.99,-0.03,-0.12,0.04,0.0,0.0,0.0,886,2019-03-25 16:50:01:193
0.33,0.41,9.99,-0.03,-0.12,0.04,0.0,0.0,0.0,891,2019-03-25 16:50:01:198
0.33,0.41,9.99,0.13,-0.24,0.01,0.0,0.0,0.0,896,2019-03-25 16:50:01:203
0.33,0.41,9.99,0.13,-0.24,0.01,0.0,0.0,0.0,901,2019-03-25 16:50:01:208
0.33,0.41,9.99,0.13,-0.24,0.01,0.0,0.0,0.0,906,2019-03-25 16:50:01:213
0.33,0.41,9.99,0.13,-0.24,0.01,0.0,0.0,0.0,910,2019-03-25 16:50:01:217
0.33,0.41,9.99,0.13,-0.24,0.01,0.0,0.0,0.0,916,2019-03-25 16:50:01:223
0.51,0.15,10.0,0.12,-0.32,0.05,0.0,0.0,0.0,920,2019-03-25 16:50:01:227
0.51,0.15,10.0,0.12,-0.32,0.05,0.0,0.0,-0.01,926,2019-03-25 16:50:01:233
0.38,0.01,9.9,0.0,-0.38,-0.04,0.0,0.0,-0.01,931,2019-03-25 16:50:01:238
0.38,0.01,9.9,0.0,-0.38,-0.04,0.0,0.0,-0.01,937,2019-03-25 16:50:01:244
0.38,0.01,9.9,0.0,-0.38,-0.04,0.0,0.0,-0.01,940,2019-03-25 16:50:01:247
0.38,0.01,9.9,0.0,-0.38,-0.04,0.0,0.0,-0.01,946,2019-03-25 16:50:01:253
0.41,0.0,9.95,0.0,-0.38,0.01,0.0,0.0,-0.01,951,2019-03-25 16:50:01:258
0.41,0.0,9.95,0.0,-0.38,0.01,0.0,0.0,-0.01,956,2019-03-25 16:50:01:263
0.41,0.0,9.95,0.0,-0.38,0.01,0.0,0.0,-0.01,961,2019-03-25 16:50:01:268
0.41,0.0,9.95,0.0,-0.38,0.01,0.0,0.0,-0.01,966,2019-03-25 16:50:01:273
0.41,0.0,9.95,0.0,-0.38,0.01,0.0,0.0,-0.01,971,2019-03-25 16:50:01:278
0.41,0.0,9.95,0.0,-0.38,0.01,0.0,0.0,-0.01,976,2019-03-25 16:50:01:283
0.51,0.02,10.02,0.06,-0.28,0.07,0.0,0.0,-0.02,981,2019-03-25 16:50:01:288
0.51,0.02,10.02,0.06,-0.28,0.07,0.0,0.0,-0.02,987,2019-03-25 16:50:01:294
0.51,0.02,10.02,0.06,-0.28,0.07,0.0,0.0,-0.02,991,2019-03-25 16:50:01:298
0.51,0.02,10.02,0.06,-0.28,0.07,0.0,0.0,-0.02,996,2019-03-25 16:50:01:303
0.6,0.04,9.98,0.12,-0.22,0.01,0.0,0.0,-0.02,1001,2019-03-25 16:50:01:308
0.6,0.04,9.98,0.12,-0.22,0.01,0.0,0.0,-0.02,1007,2019-03-25 16:50:01:314
0.6,0.04,9.98,0.12,-0.22,0.01,0.0,0.0,-0.02,1011,2019-03-25 16:50:01:318
0.5,0.11,10.0,0.03,-0.09,0.03,0.0,0.0,-0.02,1016,2019-03-25 16:50:01:323
0.5,0.11,10.0,0.03,-0.09,0.03,0.0,0.0,-0.02,1021,2019-03-25 16:50:01:328
0.5,0.11,10.0,0.03,-0.09,0.03,0.0,0.0,-0.02,1026,2019-03-25 16:50:01:333
0.33,0.2,9.97,-0.13,0.03,0.0,0.0,0.0,-0.02,1032,2019-03-25 16:50:01:339
0.33,0.2,9.97,-0.13,0.03,0.0,0.0,0.0,-0.02,1036,2019-03-25 16:50:01:343
0.33,0.2,9.97,-0.13,0.03,0.0,0.0,0.0,-0.02,1041,2019-03-25 16:50:01:348
0.33,0.2,9.97,-0.13,0.03,0.0,0.0,0.0,-0.02,1046,2019-03-25 16:50:01:353
0.34,0.35,10.01,-0.11,0.2,0.04,0.0,0.0,-0.01,1052,2019-03-25 16:50:01:359
0.34,0.35,10.01,-0.11,0.2,0.04,0.0,0.0,-0.01,1055,2019-03-25 16:50:01:362
0.34,0.35,10.01,-0.11,0.2,0.04,0.0,0.0,-0.01,1061,2019-03-25 16:50:01:368
0.34,0.35,10.01,-0.11,0.2,0.04,0.0,0.0,-0.01,1066,2019-03-25 16:50:01:373
0.27,0.35,9.96,-0.16,0.2,0.0,0.0,0.0,0.0,1072,2019-03-25 16:50:01:379
0.27,0.35,9.96,-0.16,0.2,0.0,0.0,0.0,0.0,1075,2019-03-25 16:50:01:382
0.27,0.35,9.96,-0.16,0.2,0.0,0.0,0.0,0.0,1081,2019-03-25 16:50:01:388
0.27,0.35,9.96,-0.16,0.2,0.0,0.0,0.0,0.0,1086,2019-03-25 16:50:01:393
0.33,0.38,9.92,-0.09,0.22,-0.05,0.0,0.0,0.0,1091,2019-03-25 16:50:01:398
0.33,0.38,9.92,-0.09,0.22,-0.05,0.0,0.0,0.0,1096,2019-03-25 16:50:01:403
0.33,0.38,9.92,-0.09,0.22,-0.05,0.0,0.0,0.0,1101,2019-03-25 16:50:01:408
0.33,0.38,9.92,-0.09,0.22,-0.05,0.0,0.0,0.0,1106,2019-03-25 16:50:01:413
0.38,0.52,9.98,-0.09,0.22,-0.05,0.0,0.0,0.02,1111,2019-03-25 16:50:01:418
0.38,0.52,9.98,-0.02,0.32,0.01,0.0,0.0,0.02,1116,2019-03-25 16:50:01:423
0.38,0.52,9.98,-0.02,0.32,0.01,0.0,0.0,0.02,1121,2019-03-25 16:50:01:428
0.38,0.52,9.98,-0.02,0.32,0.01,0.0,0.0,0.02,1126,2019-03-25 16:50:01:433
0.38,0.64,9.94,-0.02,0.38,-0.03,0.0,0.0,0.02,1131,2019-03-25 16:50:01:438
0.38,0.64,9.94,-0.02,0.38,-0.03,0.0,0.0,0.02,1136,2019-03-25 16:50:01:443
0.38,0.64,9.94,-0.02,0.38,-0.03,0.0,0.0,0.02,1141,2019-03-25 16:50:01:448
0.27,0.55,9.97,-0.02,0.38,-0.03,0.0,0.0,0.02,1146,2019-03-25 16:50:01:453
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1151,2019-03-25 16:50:01:458
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1156,2019-03-25 16:50:01:463
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1161,2019-03-25 16:50:01:468
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1166,2019-03-25 16:50:01:473
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1171,2019-03-25 16:50:01:478
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1176,2019-03-25 16:50:01:483
0.27,0.55,9.97,-0.12,0.23,0.0,0.0,0.0,0.02,1181,2019-03-25 16:50:01:488
0.29,0.48,9.87,-0.1,0.12,-0.09,0.0,0.0,0.02,1186,2019-03-25 16:50:01:493
0.29,0.48,9.87,-0.1,0.12,-0.09,0.0,0.0,0.02,1191,2019-03-25 16:50:01:498
0.29,0.48,9.87,-0.1,0.12,-0.09,0.0,0.0,0.02,1196,2019-03-25 16:50:01:503
0.25,0.53,9.88,-0.11,0.13,-0.07,0.0,0.0,0.01,1201,2019-03-25 16:50:01:508
0.25,0.53,9.88,-0.11,0.13,-0.07,0.0,0.0,0.01,1206,2019-03-25 16:50:01:513
0.25,0.53,9.88,-0.11,0.13,-0.07,0.0,0.0,0.01,1211,2019-03-25 16:50:01:518
0.45,0.54,9.95,0.09,0.1,0.01,0.0,0.0,0.01,1216,2019-03-25 16:50:01:523
0.45,0.54,9.95,0.09,0.1,0.01,0.0,0.0,0.01,1221,2019-03-25 16:50:01:528
0.45,0.54,9.95,0.09,0.1,0.01,0.0,0.0,0.01,1226,2019-03-25 16:50:01:533
0.39,0.49,10.0,0.03,0.01,0.05,0.0,0.0,0.01,1231,2019-03-25 16:50:01:538
0.39,0.49,10.0,0.03,0.01,0.05,0.0,0.0,0.01,1236,2019-03-25 16:50:01:543
0.39,0.49,10.0,0.03,0.01,0.05,0.0,0.0,0.01,1241,2019-03-25 16:50:01:548
0.39,0.49,10.0,0.03,0.01,0.05,0.0,0.0,0.01,1246,2019-03-25 16:50:01:553
