ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.36,9.7,-1.54,-0.01,0.02,0.0,0.0,0.0,0.0,3,2019-03-25 16:33:46:213
-1.36,9.7,-1.54,-0.01,0.02,0.0,0.0,0.0,0.0,8,2019-03-25 16:33:46:218
-1.36,9.7,-1.54,-0.01,0.02,0.0,0.0,0.0,0.0,13,2019-03-25 16:33:46:223
-1.36,9.7,-1.54,-0.01,0.02,0.0,0.0,0.0,0.0,18,2019-03-25 16:33:46:228
-1.36,9.7,-1.54,-0.01,0.02,0.0,0.0,0.0,0.0,23,2019-03-25 16:33:46:233
-1.36,9.7,-1.54,-0.01,0.02,0.0,0.0,0.0,0.0,28,2019-03-25 16:33:46:238
-1.34,9.66,-1.56,-0.01,0.02,0.0,0.0,0.0,0.0,34,2019-03-25 16:33:46:244
-1.34,9.66,-1.56,0.0,-0.01,-0.01,0.0,0.0,0.0,39,2019-03-25 16:33:46:249
-1.34,9.66,-1.56,0.0,-0.01,-0.01,0.0,0.0,0.0,43,2019-03-25 16:33:46:253
-1.34,9.66,-1.56,0.0,-0.01,-0.01,0.0,0.0,0.0,48,2019-03-25 16:33:46:258
-1.33,9.69,-1.59,0.01,0.02,-0.04,0.0,0.0,0.0,54,2019-03-25 16:33:46:264
-1.33,9.69,-1.59,0.01,0.02,-0.04,0.0,0.0,0.0,58,2019-03-25 16:33:46:268
-1.33,9.69,-1.59,0.01,0.02,-0.04,0.0,0.0,0.0,63,2019-03-25 16:33:46:273
-1.33,9.69,-1.59,0.01,0.02,-0.04,0.0,0.0,0.0,68,2019-03-25 16:33:46:278
-1.33,9.69,-1.59,0.01,0.02,-0.04,0.0,0.0,0.0,73,2019-03-25 16:33:46:283
